ChainId,ChainName,Date,Time,LocationCount,UsLocationCount
1077,Choice Pet Supply,2021-05-12,16:49:09.001436,16,16
1077,Choice Pet Supply,2021-08-07,09:04:56.200347,16,16
1077,Choice Pet Supply,2021-11-05,09:06:30.232337,16,16
1077,Choice Pet Supply,2022-01-31,09:03:17.446103,16,16
1077,Choice Pet Supply,2022-05-03,16:15:53.566158,17,17
1077,Choice Pet Supply,2022-07-27,09:04:11.209554,18,18
1077,Choice Pet Supply,2022-10-20,09:15:25.447494,18,18
1077,Choice Pet Supply,2023-01-26,19:05:14.058052,18,17
1077,Choice Pet Supply,2023-02-27,09:31:52.613624,18,18
1077,Choice Pet Supply,2023-03-31,09:43:05.19817,18,18
1077,Choice Pet Supply,2023-05-06,00:44:38.946322,18,18
1077,Choice Pet Supply,2023-06-09,09:10:36.913529,18,18
1077,Choice Pet Supply,2023-07-03,09:31:53.579912,18,18
1077,Choice Pet Supply,2023-08-08,15:51:07.168879,19,19
1077,Choice Pet Supply,2023-09-02,09:16:45.923133,19,19
1077,Choice Pet Supply,2023-09-26,09:10:09.50532,19,19
1077,Choice Pet Supply,2023-10-20,15:16:59.984571,19,19
1077,Choice Pet Supply,2023-11-13,09:17:39.882332,18,18
1077,Choice Pet Supply,2023-12-08,09:44:12.425889,18,18
1077,Choice Pet Supply,2024-01-03,09:00:46.321704,18,18
1077,Choice Pet Supply,2024-01-29,09:40:15.724405,18,18
1077,Choice Pet Supply,2024-02-26,17:28:21.33877,18,18
1077,Choice Pet Supply,2024-05-28,00:35:27.709125,18,18
1077,Choice Pet Supply,2024-10-21,19:39:04.896867,18,18
1077,Choice Pet Supply,2025-04-14,09:08:45.668956,18,18
1088,Chuck & Don's Pet Food Outlet,2017-05-16,23:46:03.771,36,36
1088,Chuck & Don's Pet Food Outlet,2017-11-30,09:00:31.438695,39,39
1088,Chuck & Don's Pet Food Outlet,2018-02-28,14:12:36.927468,40,40
1088,Chuck & Don's Pet Food Outlet,2018-05-30,18:00:39.877439,41,41
1088,Chuck & Don's Pet Food Outlet,2018-08-31,17:07:29.349037,41,41
1088,Chuck & Don's Pet Food Outlet,2018-11-27,09:00:10.660061,44,44
1088,Chuck & Don's Pet Food Outlet,2019-02-26,18:38:31.559386,45,45
1088,Chuck & Don's Pet Food Outlet,2019-05-21,09:49:57.267392,46,44
1088,Chuck & Don's Pet Food Outlet,2019-08-28,22:59:43.047746,49,48
1088,Chuck & Don's Pet Food Outlet,2019-10-18,09:00:49.625826,49,48
1088,Chuck & Don's Pet Food Outlet,2019-11-15,09:03:42.035326,49,48
1088,Chuck & Don's Pet Food Outlet,2019-12-18,09:12:55.775344,49,49
1088,Chuck & Don's Pet Food Outlet,2020-01-11,09:14:01.041867,49,49
1088,Chuck & Don's Pet Food Outlet,2020-02-04,09:03:10.421879,49,49
1088,Chuck & Don's Pet Food Outlet,2020-03-06,09:00:38.203424,50,50
1088,Chuck & Don's Pet Food Outlet,2020-05-20,09:00:17.41036,50,50
1088,Chuck & Don's Pet Food Outlet,2020-06-24,14:06:19.658666,50,50
1088,Chuck & Don's Pet Food Outlet,2020-07-30,03:23:25.849748,50,49
1088,Chuck & Don's Pet Food Outlet,2020-08-29,09:02:54.182931,50,50
1088,Chuck & Don's Pet Food Outlet,2020-10-02,09:00:49.281178,50,50
1088,Chuck & Don's Pet Food Outlet,2020-11-05,09:01:40.793028,50,50
1088,Chuck & Don's Pet Food Outlet,2020-11-28,09:01:02.753498,50,50
1088,Chuck & Don's Pet Food Outlet,2020-12-19,09:04:42.817148,50,50
1088,Chuck & Don's Pet Food Outlet,2021-01-22,09:01:49.430798,50,50
1088,Chuck & Don's Pet Food Outlet,2021-02-24,09:02:15.417012,50,50
1088,Chuck & Don's Pet Food Outlet,2021-03-25,09:01:02.488099,50,50
1088,Chuck & Don's Pet Food Outlet,2021-04-19,09:41:22.106142,50,50
1088,Chuck & Don's Pet Food Outlet,2021-05-15,09:07:49.884849,50,50
1088,Chuck & Don's Pet Food Outlet,2021-06-08,09:18:09.231383,50,50
1088,Chuck & Don's Pet Food Outlet,2021-07-03,09:01:46.426821,50,50
1088,Chuck & Don's Pet Food Outlet,2021-07-29,09:23:47.596146,50,50
1088,Chuck & Don's Pet Food Outlet,2021-08-31,09:00:58.198609,50,50
1088,Chuck & Don's Pet Food Outlet,2021-09-24,09:15:44.662156,50,50
1088,Chuck & Don's Pet Food Outlet,2021-10-27,11:31:16.992735,50,50
1088,Chuck & Don's Pet Food Outlet,2021-11-25,09:00:29.052072,50,50
1088,Chuck & Don's Pet Food Outlet,2021-12-20,09:16:27.008575,50,50
1088,Chuck & Don's Pet Food Outlet,2022-01-13,19:01:32.411411,50,50
1088,Chuck & Don's Pet Food Outlet,2022-02-08,09:25:37.700585,50,50
1088,Chuck & Don's Pet Food Outlet,2022-03-07,09:00:26.979878,50,50
1088,Chuck & Don's Pet Food Outlet,2022-03-30,09:01:21.209974,50,50
1088,Chuck & Don's Pet Food Outlet,2022-04-28,09:05:33.568414,50,50
1088,Chuck & Don's Pet Food Outlet,2022-05-28,09:10:14.213743,50,50
1088,Chuck & Don's Pet Food Outlet,2022-06-28,09:11:00.958465,50,50
1088,Chuck & Don's Pet Food Outlet,2022-07-25,18:36:50.49894,50,50
1088,Chuck & Don's Pet Food Outlet,2022-08-22,16:07:47.426193,50,50
1088,Chuck & Don's Pet Food Outlet,2022-09-15,09:05:48.379165,50,50
1088,Chuck & Don's Pet Food Outlet,2022-10-11,09:04:31.111016,50,50
1088,Chuck & Don's Pet Food Outlet,2022-11-04,09:30:57.639674,50,50
1088,Chuck & Don's Pet Food Outlet,2022-11-29,09:02:59.681259,50,50
1088,Chuck & Don's Pet Food Outlet,2022-12-24,09:09:16.918823,50,50
1088,Chuck & Don's Pet Food Outlet,2023-01-21,09:03:40.920294,50,50
1088,Chuck & Don's Pet Food Outlet,2023-02-18,09:12:24.570706,50,50
1088,Chuck & Don's Pet Food Outlet,2023-03-24,09:03:19.215935,50,50
1088,Chuck & Don's Pet Food Outlet,2023-05-02,22:49:10.687379,49,49
1088,Chuck & Don's Pet Food Outlet,2023-06-07,17:56:11.686233,49,49
1088,Chuck & Don's Pet Food Outlet,2023-07-01,09:16:25.543921,49,49
1088,Chuck & Don's Pet Food Outlet,2023-08-04,09:05:14.42819,49,49
1088,Chuck & Don's Pet Food Outlet,2023-08-30,09:07:36.03542,49,49
1088,Chuck & Don's Pet Food Outlet,2023-08-30,10:43:30.133645,49,49
1088,Chuck & Don's Pet Food Outlet,2023-09-25,20:44:18.099903,49,49
1088,Chuck & Don's Pet Food Outlet,2023-10-20,09:08:30.493227,49,49
1088,Chuck & Don's Pet Food Outlet,2023-11-12,16:51:19.889705,49,49
1088,Chuck & Don's Pet Food Outlet,2023-12-07,14:31:07.013518,49,49
1088,Chuck & Don's Pet Food Outlet,2024-01-02,14:09:35.211145,49,49
1088,Chuck & Don's Pet Food Outlet,2024-01-27,09:31:50.323047,49,49
1088,Chuck & Don's Pet Food Outlet,2024-02-26,09:00:38.453737,49,49
1088,Chuck & Don's Pet Food Outlet,2024-05-27,10:32:09.098233,49,49
1088,Chuck & Don's Pet Food Outlet,2024-08-19,09:26:45.591589,51,50
1088,Chuck & Don's Pet Food Outlet,2025-01-24,23:06:50.018313,51,51
1088,Chuck & Don's Pet Food Outlet,2025-04-18,09:12:01.348189,53,52
1211,Concord Pet Foods and Supplies,2017-06-06,21:09:16.523,29,29
1211,Concord Pet Foods and Supplies,2017-12-01,09:00:10.864665,28,28
1211,Concord Pet Foods and Supplies,2018-01-01,08:59:47.459129,28,28
1211,Concord Pet Foods and Supplies,2018-01-31,09:00:08.948465,28,28
1211,Concord Pet Foods and Supplies,2018-05-02,09:00:53.706066,29,29
1211,Concord Pet Foods and Supplies,2018-07-30,09:02:23.885838,29,29
1211,Concord Pet Foods and Supplies,2018-10-29,20:03:45.997017,29,29
1211,Concord Pet Foods and Supplies,2019-01-25,18:54:35.122617,30,30
1211,Concord Pet Foods and Supplies,2019-04-25,09:02:56.539248,30,30
1211,Concord Pet Foods and Supplies,2019-07-22,09:00:29.743772,30,30
1211,Concord Pet Foods and Supplies,2019-10-13,18:09:05.760685,31,31
1211,Concord Pet Foods and Supplies,2020-01-05,23:19:04.686433,31,31
1211,Concord Pet Foods and Supplies,2020-05-19,11:08:32.238225,32,32
1211,Concord Pet Foods and Supplies,2020-08-18,09:37:58.456695,32,32
1211,Concord Pet Foods and Supplies,2020-11-18,09:10:40.460233,32,32
1211,Concord Pet Foods and Supplies,2021-02-22,09:01:11.580688,32,32
1211,Concord Pet Foods and Supplies,2021-05-18,09:12:38.410498,32,32
1211,Concord Pet Foods and Supplies,2021-08-12,09:31:20.692666,33,33
1211,Concord Pet Foods and Supplies,2021-11-11,09:04:25.669416,33,33
1211,Concord Pet Foods and Supplies,2022-02-05,09:00:42.256654,33,33
1211,Concord Pet Foods and Supplies,2022-05-06,09:02:41.53512,33,33
1211,Concord Pet Foods and Supplies,2022-07-29,09:01:46.643165,33,33
1211,Concord Pet Foods and Supplies,2022-10-24,09:04:08.417193,34,34
1211,Concord Pet Foods and Supplies,2023-01-19,14:03:11.09197,33,33
1211,Concord Pet Foods and Supplies,2023-02-16,09:21:28.775713,33,33
1211,Concord Pet Foods and Supplies,2023-03-21,09:18:53.939215,33,33
1211,Concord Pet Foods and Supplies,2023-04-24,09:07:04.96842,33,33
1211,Concord Pet Foods and Supplies,2023-05-31,09:43:53.076842,33,33
1211,Concord Pet Foods and Supplies,2023-06-28,10:13:16.713023,33,33
1211,Concord Pet Foods and Supplies,2023-08-02,09:05:10.822073,33,33
1211,Concord Pet Foods and Supplies,2023-08-28,09:26:05.560762,33,33
1211,Concord Pet Foods and Supplies,2023-09-25,13:08:24.141628,33,33
1211,Concord Pet Foods and Supplies,2023-10-19,09:09:47.995711,33,33
1211,Concord Pet Foods and Supplies,2023-11-12,01:54:35.486392,33,33
1211,Concord Pet Foods and Supplies,2023-12-06,18:36:07.250285,33,33
1211,Concord Pet Foods and Supplies,2024-01-02,09:01:41.830878,33,33
1211,Concord Pet Foods and Supplies,2024-01-26,09:02:13.931371,33,33
1211,Concord Pet Foods and Supplies,2024-02-22,09:03:08.00441,33,33
1211,Concord Pet Foods and Supplies,2024-05-23,09:00:51.182033,33,33
1211,Concord Pet Foods and Supplies,2024-08-15,09:00:48.219954,33,33
1211,Concord Pet Foods and Supplies,2024-11-07,09:00:53.666633,33,33
1211,Concord Pet Foods and Supplies,2025-01-30,09:01:02.233887,33,33
1211,Concord Pet Foods and Supplies,2025-04-24,09:00:55.940609,33,33
1459,Doggie Style,2017-06-08,14:31:09.833,9,9
1459,Doggie Style,2017-12-01,09:00:47.144732,9,8
1459,Doggie Style,2018-01-01,09:00:33.600989,10,9
1459,Doggie Style,2018-01-31,09:01:08.617789,9,9
1459,Doggie Style,2018-05-02,09:01:49.174969,10,10
1459,Doggie Style,2018-07-30,17:37:23.977263,14,12
1459,Doggie Style,2018-10-29,09:05:24.666576,13,11
1459,Doggie Style,2019-01-25,16:29:29.631411,13,12
1459,Doggie Style,2019-04-25,09:01:01.14013,13,13
1459,Doggie Style,2019-07-22,18:53:09.008646,12,12
1459,Doggie Style,2019-10-15,21:59:27.517862,11,11
1459,Doggie Style,2020-01-07,16:59:33.460341,11,11
1459,Doggie Style,2020-05-20,09:21:42.235586,11,11
1459,Doggie Style,2020-08-19,09:01:14.84666,11,11
1459,Doggie Style,2020-11-19,09:00:57.654558,11,11
1459,Doggie Style,2021-02-22,09:06:35.68567,11,11
1459,Doggie Style,2021-05-18,09:24:19.728766,13,13
1459,Doggie Style,2021-08-12,09:33:31.094714,13,13
1459,Doggie Style,2021-11-11,09:05:01.532965,13,13
1459,Doggie Style,2022-02-05,09:00:52.432897,13,13
1459,Doggie Style,2022-05-06,09:05:01.999924,13,13
1459,Doggie Style,2022-07-29,09:03:35.671216,13,13
1459,Doggie Style,2022-10-24,09:06:19.724388,13,13
1459,Doggie Style,2023-01-20,23:06:48.729255,13,13
1459,Doggie Style,2023-04-24,17:50:07.007922,13,13
1459,Doggie Style,2023-07-22,10:49:43.3401,13,13
1459,Doggie Style,2023-10-16,09:04:04.220606,13,13
1459,Doggie Style,2024-01-09,09:36:41.864482,13,13
1459,Doggie Style,2024-04-03,09:04:43.266089,13,13
1459,Doggie Style,2024-09-25,09:08:36.153409,13,13
1459,Doggie Style,2025-03-18,09:06:41.088439,12,12
1758,Feeders Supply,2017-05-31,00:19:31.216,17,17
1758,Feeders Supply,2018-03-23,18:20:29.15239,20,20
1758,Feeders Supply,2018-06-20,05:55:37.585091,20,20
1758,Feeders Supply,2018-09-15,22:21:41.127837,20,20
1758,Feeders Supply,2018-12-10,09:02:01.951607,20,20
1758,Feeders Supply,2019-03-11,09:00:38.669662,20,20
1758,Feeders Supply,2019-06-02,21:43:19.070571,20,20
1758,Feeders Supply,2019-08-29,09:14:37.360449,20,20
1758,Feeders Supply,2019-11-30,09:11:29.259298,20,20
1758,Feeders Supply,2020-02-29,09:02:06.799082,20,20
1758,Feeders Supply,2020-08-03,09:05:46.835751,20,20
1758,Feeders Supply,2020-11-05,09:18:11.512758,20,20
1758,Feeders Supply,2021-02-06,09:11:32.162963,20,20
1758,Feeders Supply,2021-06-18,19:27:42.705012,20,20
1758,Feeders Supply,2021-07-05,20:17:48.055898,28,28
1758,Feeders Supply,2021-10-05,08:46:31.074527,29,29
1758,Feeders Supply,2021-12-30,19:10:12.583859,31,31
1758,Feeders Supply,2022-03-24,09:01:21.956936,32,32
1758,Feeders Supply,2022-06-24,09:03:16.907137,36,36
1758,Feeders Supply,2022-09-15,13:31:42.06815,37,37
1758,Feeders Supply,2022-12-09,09:19:16.807772,37,37
1758,Feeders Supply,2023-01-26,09:04:29.727293,37,37
1758,Feeders Supply,2023-02-27,09:15:37.750213,37,37
1758,Feeders Supply,2023-03-31,09:27:51.304296,37,37
1758,Feeders Supply,2023-05-04,15:59:06.838617,38,38
1758,Feeders Supply,2023-06-08,09:10:29.041184,38,38
1758,Feeders Supply,2023-07-03,09:08:30.678761,38,38
1758,Feeders Supply,2023-08-05,09:09:32.423513,38,38
1758,Feeders Supply,2023-08-31,09:13:27.573639,38,38
1758,Feeders Supply,2023-09-25,21:15:17.668737,38,38
1758,Feeders Supply,2023-10-20,09:17:01.761517,38,38
1758,Feeders Supply,2023-11-13,09:02:35.497391,46,46
1758,Feeders Supply,2023-12-08,09:00:52.412212,47,47
1758,Feeders Supply,2024-01-02,14:14:42.285136,48,48
1758,Feeders Supply,2024-01-27,09:49:20.335551,48,48
1758,Feeders Supply,2024-02-26,09:04:07.56634,48,48
1758,Feeders Supply,2024-03-21,09:19:32.606548,49,49
1758,Feeders Supply,2024-04-15,09:18:32.82922,49,49
1758,Feeders Supply,2024-05-15,09:24:56.318684,49,49
1758,Feeders Supply,2024-06-11,09:06:17.527567,49,49
1758,Feeders Supply,2024-07-06,09:01:24.395148,52,52
1758,Feeders Supply,2024-08-27,09:38:25.300956,52,52
1758,Feeders Supply,2024-09-23,09:07:35.106734,52,52
1758,Feeders Supply,2024-10-17,09:05:58.828299,52,52
1758,Feeders Supply,2024-11-11,09:01:43.078207,52,52
1758,Feeders Supply,2024-12-05,09:06:13.350625,52,52
1758,Feeders Supply,2024-12-30,09:01:00.606058,52,52
1758,Feeders Supply,2025-01-23,09:01:11.450035,52,52
1758,Feeders Supply,2025-02-18,09:01:03.561437,52,52
1758,Feeders Supply,2025-03-14,09:01:16.095569,52,52
1758,Feeders Supply,2025-04-07,09:02:59.779472,52,52
1758,Feeders Supply,2025-05-01,09:01:08.462491,52,52
1830,Flexi Compras,2017-05-29,20:42:51.947,39,39
2046,Global Pet Foods,2017-09-06,04:07:58.395103,173,0
2046,Global Pet Foods,2018-01-09,09:02:33.193048,177,0
2046,Global Pet Foods,2018-04-10,09:02:10.02478,178,0
2046,Global Pet Foods,2018-07-09,15:02:32.343892,179,0
2046,Global Pet Foods,2018-10-05,15:45:11.736085,180,0
2046,Global Pet Foods,2019-01-14,23:10:58.729746,184,0
2046,Global Pet Foods,2019-04-15,13:48:58.246962,187,0
2046,Global Pet Foods,2019-07-08,09:02:57.327028,187,0
2046,Global Pet Foods,2019-10-01,16:18:49.423498,189,0
2046,Global Pet Foods,2019-12-28,09:10:08.264115,189,0
2046,Global Pet Foods,2020-05-29,09:05:41.636073,190,0
2046,Global Pet Foods,2020-08-28,11:46:41.715767,192,0
2046,Global Pet Foods,2020-11-24,09:00:40.61424,193,0
2046,Global Pet Foods,2021-02-25,00:00:47.837309,193,0
2046,Global Pet Foods,2021-05-21,09:02:55.299076,193,0
2046,Global Pet Foods,2021-08-16,09:28:56.649755,194,0
2046,Global Pet Foods,2021-11-15,09:03:31.241045,195,0
2046,Global Pet Foods,2022-02-08,16:22:12.73906,197,0
2046,Global Pet Foods,2022-05-09,09:02:52.666817,206,0
2046,Global Pet Foods,2022-08-01,09:56:38.408313,207,0
2046,Global Pet Foods,2022-10-26,09:02:21.649346,207,0
2046,Global Pet Foods,2023-01-23,09:06:16.069012,208,0
2046,Global Pet Foods,2023-04-27,09:03:55.357672,211,0
2046,Global Pet Foods,2023-07-26,09:31:30.842972,214,0
2046,Global Pet Foods,2023-10-18,09:16:41.229557,218,0
2046,Global Pet Foods,2024-01-12,09:01:21.231374,219,0
2046,Global Pet Foods,2024-04-05,09:28:03.445724,223,0
2046,Global Pet Foods,2024-06-28,09:28:11.572418,227,0
2046,Global Pet Foods,2024-11-28,16:55:13.226121,224,0
2046,Global Pet Foods,2025-02-20,09:44:35.616455,219,0
2291,Hollywood Feed,2017-09-07,00:29:50.633,58,58
2291,Hollywood Feed,2017-12-09,09:00:14.430288,65,65
2291,Hollywood Feed,2018-02-16,23:21:14.441243,66,66
2291,Hollywood Feed,2018-05-18,09:03:46.468109,71,71
2291,Hollywood Feed,2018-08-13,23:47:35.287774,77,77
2291,Hollywood Feed,2018-11-12,09:11:56.577368,85,85
2291,Hollywood Feed,2019-02-08,19:38:36.567826,92,92
2291,Hollywood Feed,2019-05-08,13:28:33.45142,97,97
2291,Hollywood Feed,2019-08-08,09:02:16.338693,99,99
2291,Hollywood Feed,2019-10-18,09:00:27.554326,103,103
2291,Hollywood Feed,2019-11-15,09:02:52.205388,103,103
2291,Hollywood Feed,2019-12-18,09:11:21.970973,104,104
2291,Hollywood Feed,2020-01-11,09:12:56.148244,104,104
2291,Hollywood Feed,2020-02-01,22:02:02.767245,103,103
2291,Hollywood Feed,2020-03-03,09:03:48.673152,103,103
2291,Hollywood Feed,2020-05-19,10:55:50.773605,104,104
2291,Hollywood Feed,2020-06-24,14:06:14.749796,103,103
2291,Hollywood Feed,2020-07-30,03:23:16.667924,105,105
2291,Hollywood Feed,2020-08-29,09:02:30.669658,105,105
2291,Hollywood Feed,2020-10-02,09:00:42.070553,106,106
2291,Hollywood Feed,2020-11-05,09:01:27.05998,106,106
